Name,Halo-vs-DMSO.Rosa26.Log2FC,DMSO.ATF4-vs-Rosa26.Log2FC,DMSO.CEBPG-vs-Rosa26.Log2FC,Halo.ATF4-vs-Rosa26.Log2FC,Halo.CEBPG-vs-Rosa26.Log2FC,Halo-vs-DMSO.Rosa26.AdjPval,DMSO.ATF4-vs-Rosa26.AdjPval,DMSO.CEBPG-vs-Rosa26.AdjPval,Halo.ATF4-vs-Rosa26.AdjPval,Halo.CEBPG-vs-Rosa26.AdjPval,DMSO.Rosa26.meanNormCounts,Halo.Rosa26.meanNormCounts,DMSO.ATF4.meanNormCounts,Halo.ATF4.meanNormCounts,DMSO.CEBPG.meanNormCounts,Halo.CEBPG.meanNormCounts
Vwf,-1.85495529535409,0.419785697339463,-0.334464830731905,0.0986305625032953,0.162541802568338,0.0478029861363118,0.635431601466847,0.773331482924922,0.953760231731739,0.923866702796881,-1.037519205249078,-2.1401097482644666,-0.5713350082462677,-2.13463669163369,-1.1296886894271367,-2.0010520540540466
Kmt2a,1.24286529107234,0.509264550713737,0.387628132883131,0.390172269039706,0.355876213435387,4.70610813822395e-8,0.00303642534537932,0.0561947389958839,0.0135893721840136,0.0335783475363291,7.8514761243827,9.139937314830593,8.456521685184606,9.58329035236202,8.295532961367227,9.586041164135203
Spag5,-1.5423265382961,-0.517314127856114,-0.24335905223986,-0.799862006230307,-0.60903220765384,7.994675525437909e-13,1.01700412893086e-5,0.0294426502814102,5.72979564221055e-8,4.51242154544751e-6,7.333443749416003,5.844086204760067,6.91264732475787,5.109777960393757,7.148844983585923,5.316884847279157
Unc119,-1.07293378432015,-0.637804491619131,-0.501203620362384,-0.296554426503603,-0.247561013781998,2.37968388742123e-6,0.00170525169136858,0.0353271772093697,0.135155112037225,0.248914813835497,5.087388846106253,4.061816722171983,4.54975204604678,3.8179653079725564,4.646989437193223,3.90087008669801
Bbc3,2.04447714610149,0.885866804846864,0.255048287172069,0.281428776890099,-0.373316150987316,3.8825717486861703e-10,1.269114917924e-4,0.273355882539166,0.0902468152995086,0.0394171955977947,3.8118754147830467,5.893337940582296,4.789491675158863,6.2342320733705705,4.125653157679933,5.60532271480572
Rhoc,1.32420644485168,0.839167196172181,0.349909280506475,0.413567122338476,0.198362295951002,7.47168583917227e-5,0.0114086876793503,0.364064448643866,0.148948488507974,0.548864209913809,1.1938086059275066,2.5218610568932402,2.0859579859742534,2.98417993973837,1.5343731858259766,2.7896030341265967
Dbf4,-1.05937827001031,-0.407743161182893,-0.208346759177737,-0.307322273408526,-0.213861427143488,6.25533881326765e-11,7.0355623295673e-5,0.0481428543009111,8.961533618937e-4,0.0204855071393658,6.813473714150874,5.807316050109207,6.50385635481823,5.56301664663576,6.664122817703773,5.680099487564763
Bmp8b,-1.37245906779083,0.0338713461106491,-1.20029113711139,1.00923051419169,-1.05887042295444,0.0404950490435408,0.965841607317006,0.174222816180476,0.190654573764475,0.317628999254197,-0.5565233088201024,-1.5968972421879533,-0.430985508009307,-0.8111681436474584,-1.5254769724183763,-2.1292200242029833
Grin2d,1.3067653090978,1.73240623365824,0.526234596448065,0.647063425597509,0.933178699730709,0.0113311406784965,0.00340560495401586,0.451253896217132,0.194592632400124,0.0734837096709934,-0.671512009587367,0.58646139623838,0.9577072208504234,1.2398312272857834,-0.11439153122721933,1.5587805753541533
Hbp1,2.0182695077283,1.11192274217874,0.443057103408707,0.562197424348008,0.209305836773982,1.05399350008068e-11,8.73242436247231e-7,0.0258814261491372,9.46206373938593e-5,0.116525103119105,3.2550402726667333,5.308323336713457,4.452968417151046,5.93512798442447,3.7532736097320933,5.60811425927853
